merchant,description,mcc,transaction_type,label,source
Автозапчасти City,Synthetic online payment автозапчасти,5533,expense,15,seed_keywords_v1
Автозапчасти Express,Synthetic card operation автозапчасти,5532,expense,15,seed_keywords_v1
Автозапчасти Online,Synthetic payment at автозапчасти,5533,expense,15,seed_keywords_v1
Автозапчасти Pay,Synthetic автозапчасти receipt,5532,expense,15,seed_keywords_v1
Автозапчасти Store,Synthetic no mcc operation автозапчасти,0,expense,15,seed_no_mcc_v1
Автозапчасти Store,Synthetic автозапчасти purchase,5532,expense,15,seed_keywords_v1
Емекс City,Synthetic online payment емекс,5532,expense,15,seed_keywords_v1
Емекс Express,Synthetic card operation емекс,5533,expense,15,seed_keywords_v1
Емекс Online,Synthetic payment at емекс,5532,expense,15,seed_keywords_v1
Емекс Pay,Synthetic емекс receipt,5533,expense,15,seed_keywords_v1
Емекс Store,Synthetic no mcc operation емекс,0,expense,15,seed_no_mcc_v1
Емекс Store,Synthetic емекс purchase,5533,expense,15,seed_keywords_v1
Запчасти City,Synthetic card operation запчасти,5533,expense,15,seed_keywords_v1
Запчасти Express,Synthetic no mcc operation запчасти,0,expense,15,seed_no_mcc_v1
Запчасти Express,Synthetic запчасти purchase,5533,expense,15,seed_keywords_v1
Запчасти Online,Synthetic запчасти receipt,5533,expense,15,seed_keywords_v1
Запчасти Pay,Synthetic online payment запчасти,5532,expense,15,seed_keywords_v1
Запчасти Store,Synthetic payment at запчасти,5532,expense,15,seed_keywords_v1
Колеса Даром City,Synthetic payment at колеса даром,5532,expense,15,seed_keywords_v1
Колеса Даром Express,Synthetic колеса даром receipt,5533,expense,15,seed_keywords_v1
Колеса Даром Online,Synthetic card operation колеса даром,5533,expense,15,seed_keywords_v1
Колеса Даром Pay,Synthetic no mcc operation колеса даром,0,expense,15,seed_no_mcc_v1
Колеса Даром Pay,Synthetic колеса даром purchase,5533,expense,15,seed_keywords_v1
Колеса Даром Store,Synthetic online payment колеса даром,5532,expense,15,seed_keywords_v1
Экзист City,Synthetic экзист receipt,5533,expense,15,seed_keywords_v1
Экзист Express,Synthetic online payment экзист,5532,expense,15,seed_keywords_v1
Экзист Online,Synthetic no mcc operation экзист,0,expense,15,seed_no_mcc_v1
Экзист Online,Synthetic экзист purchase,5533,expense,15,seed_keywords_v1
Экзист Pay,Synthetic payment at экзист,5532,expense,15,seed_keywords_v1
Экзист Store,Synthetic card operation экзист,5533,expense,15,seed_keywords_v1
Ampc City,Synthetic online payment ampc,9222,expense,16,seed_keywords_v1
Ampc Express,Synthetic card operation ampc,9399,expense,16,seed_keywords_v1
Ampc Online,Synthetic payment at ampc,9399,expense,16,seed_keywords_v1
Ampc Pay,Synthetic ampc receipt,7523,expense,16,seed_keywords_v1
Ampc Store,Synthetic no mcc operation ampc,0,expense,16,seed_no_mcc_v1
Ampc Store,Synthetic ampc purchase,9222,expense,16,seed_keywords_v1
Gibdd City,Synthetic online payment gibdd,9399,expense,16,seed_keywords_v1
Gibdd Express,Synthetic card operation gibdd,7523,expense,16,seed_keywords_v1
Gibdd Online,Synthetic payment at gibdd,7523,expense,16,seed_keywords_v1
Gibdd Pay,Synthetic gibdd receipt,9222,expense,16,seed_keywords_v1
Gibdd Store,Synthetic no mcc operation gibdd,0,expense,16,seed_no_mcc_v1
Gibdd Store,Synthetic gibdd purchase,9399,expense,16,seed_keywords_v1
Mos Ru City,Synthetic payment at mos ru,7523,expense,16,seed_keywords_v1
Mos Ru Express,Synthetic mos ru receipt,9222,expense,16,seed_keywords_v1
Mos Ru Online,Synthetic card operation mos ru,7523,expense,16,seed_keywords_v1
Mos Ru Pay,Synthetic no mcc operation mos ru,0,expense,16,seed_no_mcc_v1
Mos Ru Pay,Synthetic mos ru purchase,9399,expense,16,seed_keywords_v1
Mos Ru Store,Synthetic online payment mos ru,9399,expense,16,seed_keywords_v1
Parking City,Synthetic online payment parking,7523,expense,16,seed_keywords_v1
Parking Express,Synthetic card operation parking,9222,expense,16,seed_keywords_v1
Parking Online,Synthetic payment at parking,9222,expense,16,seed_keywords_v1
Parking Pay,Synthetic parking receipt,9399,expense,16,seed_keywords_v1
Parking Store,Synthetic no mcc operation parking,0,expense,16,seed_no_mcc_v1
Parking Store,Synthetic parking purchase,7523,expense,16,seed_keywords_v1
Shtraf City,Synthetic payment at shtraf,9399,expense,16,seed_keywords_v1
Shtraf Express,Synthetic shtraf receipt,7523,expense,16,seed_keywords_v1
Shtraf Online,Synthetic card operation shtraf,9399,expense,16,seed_keywords_v1
Shtraf Pay,Synthetic no mcc operation shtraf,0,expense,16,seed_no_mcc_v1
Shtraf Pay,Synthetic shtraf purchase,9222,expense,16,seed_keywords_v1
Shtraf Store,Synthetic online payment shtraf,9222,expense,16,seed_keywords_v1
Tsodd City,Synthetic no mcc operation tsodd,0,expense,16,seed_no_mcc_v1
Tsodd City,Synthetic tsodd purchase,9399,expense,16,seed_keywords_v1
Tsodd Express,Synthetic payment at tsodd,7523,expense,16,seed_keywords_v1
Tsodd Online,Synthetic online payment tsodd,9399,expense,16,seed_keywords_v1
Tsodd Pay,Synthetic card operation tsodd,7523,expense,16,seed_keywords_v1
Tsodd Store,Synthetic tsodd receipt,9222,expense,16,seed_keywords_v1
Ам Пп City,Synthetic ам пп receipt,9222,expense,16,seed_keywords_v1
Ам Пп Express,Synthetic online payment ам пп,9399,expense,16,seed_keywords_v1
Ам Пп Online,Synthetic no mcc operation ам пп,0,expense,16,seed_no_mcc_v1
Ам Пп Online,Synthetic ам пп purchase,9399,expense,16,seed_keywords_v1
Ам Пп Pay,Synthetic payment at ам пп,7523,expense,16,seed_keywords_v1
Ам Пп Store,Synthetic card operation ам пп,7523,expense,16,seed_keywords_v1
Гибдд City,Synthetic card operation гибдд,9399,expense,16,seed_keywords_v1
Гибдд Express,Synthetic no mcc operation гибдд,0,expense,16,seed_no_mcc_v1
Гибдд Express,Synthetic гибдд purchase,9222,expense,16,seed_keywords_v1
Гибдд Online,Synthetic гибдд receipt,7523,expense,16,seed_keywords_v1
Гибдд Pay,Synthetic online payment гибдд,9222,expense,16,seed_keywords_v1
Гибдд Store,Synthetic payment at гибдд,9399,expense,16,seed_keywords_v1
Госуслуги City,Synthetic payment at госуслуги,9222,expense,16,seed_keywords_v1
Госуслуги Express,Synthetic госуслуги receipt,9399,expense,16,seed_keywords_v1
Госуслуги Online,Synthetic card operation госуслуги,9222,expense,16,seed_keywords_v1
Госуслуги Pay,Synthetic no mcc operation госуслуги,0,expense,16,seed_no_mcc_v1
Госуслуги Pay,Synthetic госуслуги purchase,7523,expense,16,seed_keywords_v1
Госуслуги Store,Synthetic online payment госуслуги,7523,expense,16,seed_keywords_v1
Моспаркинг City,Synthetic no mcc operation моспаркинг,0,expense,16,seed_no_mcc_v1
Моспаркинг City,Synthetic моспаркинг purchase,7523,expense,16,seed_keywords_v1
Моспаркинг Express,Synthetic payment at моспаркинг,9222,expense,16,seed_keywords_v1
Моспаркинг Online,Synthetic online payment моспаркинг,7523,expense,16,seed_keywords_v1
Моспаркинг Pay,Synthetic card operation моспаркинг,9222,expense,16,seed_keywords_v1
Моспаркинг Store,Synthetic моспаркинг receipt,9399,expense,16,seed_keywords_v1
Парковка City,Synthetic парковка receipt,7523,expense,16,seed_keywords_v1
Парковка Express,Synthetic online payment парковка,9222,expense,16,seed_keywords_v1
Парковка Online,Synthetic no mcc operation парковка,0,expense,16,seed_no_mcc_v1
Парковка Online,Synthetic парковка purchase,9222,expense,16,seed_keywords_v1
Парковка Pay,Synthetic payment at парковка,9399,expense,16,seed_keywords_v1
Парковка Store,Synthetic card operation парковка,9399,expense,16,seed_keywords_v1
Цодд City,Synthetic card operation цодд,9222,expense,16,seed_keywords_v1
Цодд Express,Synthetic no mcc operation цодд,0,expense,16,seed_no_mcc_v1
Цодд Express,Synthetic цодд purchase,7523,expense,16,seed_keywords_v1
Цодд Online,Synthetic цодд receipt,9399,expense,16,seed_keywords_v1
Цодд Pay,Synthetic online payment цодд,7523,expense,16,seed_keywords_v1
Цодд Store,Synthetic payment at цодд,9222,expense,16,seed_keywords_v1
Штраф City,Synthetic штраф receipt,9399,expense,16,seed_keywords_v1
Штраф Express,Synthetic online payment штраф,7523,expense,16,seed_keywords_v1
Штраф Online,Synthetic no mcc operation штраф,0,expense,16,seed_no_mcc_v1
Штраф Online,Synthetic штраф purchase,7523,expense,16,seed_keywords_v1
Штраф Pay,Synthetic payment at штраф,9222,expense,16,seed_keywords_v1
Штраф Store,Synthetic card operation штраф,9222,expense,16,seed_keywords_v1
Amediateka City,Synthetic payment at amediateka,0,expense,17,seed_keywords_v1
Amediateka Express,Synthetic amediateka receipt,0,expense,17,seed_keywords_v1
Amediateka Online,Synthetic card operation amediateka,0,expense,17,seed_keywords_v1
Amediateka Pay,Synthetic amediateka purchase,0,expense,17,seed_keywords_v1
Amediateka Pay,Synthetic no mcc operation amediateka,0,expense,17,seed_no_mcc_v1
Amediateka Store,Synthetic online payment amediateka,0,expense,17,seed_keywords_v1
Ivi City,Synthetic online payment ivi,0,expense,17,seed_keywords_v1
Ivi Express,Synthetic card operation ivi,0,expense,17,seed_keywords_v1
Ivi Online,Synthetic payment at ivi,0,expense,17,seed_keywords_v1
Ivi Pay,Synthetic ivi receipt,0,expense,17,seed_keywords_v1
Ivi Store,Synthetic ivi purchase,0,expense,17,seed_keywords_v1
Ivi Store,Synthetic no mcc operation ivi,0,expense,17,seed_no_mcc_v1
Kinopoisk City,Synthetic card operation kinopoisk,0,expense,17,seed_keywords_v1
Kinopoisk Express,Synthetic kinopoisk purchase,0,expense,17,seed_keywords_v1
Kinopoisk Express,Synthetic no mcc operation kinopoisk,0,expense,17,seed_no_mcc_v1
Kinopoisk Online,Synthetic kinopoisk receipt,0,expense,17,seed_keywords_v1
Kinopoisk Pay,Synthetic online payment kinopoisk,0,expense,17,seed_keywords_v1
Kinopoisk Store,Synthetic payment at kinopoisk,0,expense,17,seed_keywords_v1
More Tv City,Synthetic card operation more tv,0,expense,17,seed_keywords_v1
More Tv Express,Synthetic more tv purchase,0,expense,17,seed_keywords_v1
More Tv Express,Synthetic no mcc operation more tv,0,expense,17,seed_no_mcc_v1
More Tv Online,Synthetic more tv receipt,0,expense,17,seed_keywords_v1
More Tv Pay,Synthetic online payment more tv,0,expense,17,seed_keywords_v1
More Tv Store,Synthetic payment at more tv,0,expense,17,seed_keywords_v1
Netflix City,Synthetic online payment netflix,0,expense,17,seed_keywords_v1
Netflix Express,Synthetic card operation netflix,0,expense,17,seed_keywords_v1
Netflix Online,Synthetic payment at netflix,0,expense,17,seed_keywords_v1
Netflix Pay,Synthetic netflix receipt,0,expense,17,seed_keywords_v1
Netflix Store,Synthetic netflix purchase,0,expense,17,seed_keywords_v1
Netflix Store,Synthetic no mcc operation netflix,0,expense,17,seed_no_mcc_v1
Okko City,Synthetic payment at okko,0,expense,17,seed_keywords_v1
Okko Express,Synthetic okko receipt,0,expense,17,seed_keywords_v1
Okko Online,Synthetic card operation okko,0,expense,17,seed_keywords_v1
Okko Pay,Synthetic no mcc operation okko,0,expense,17,seed_no_mcc_v1
Okko Pay,Synthetic okko purchase,0,expense,17,seed_keywords_v1
Okko Store,Synthetic online payment okko,0,expense,17,seed_keywords_v1
Premier City,Synthetic no mcc operation premier,0,expense,17,seed_no_mcc_v1
Premier City,Synthetic premier purchase,0,expense,17,seed_keywords_v1
Premier Express,Synthetic payment at premier,0,expense,17,seed_keywords_v1
Premier Online,Synthetic online payment premier,0,expense,17,seed_keywords_v1
Premier Pay,Synthetic card operation premier,0,expense,17,seed_keywords_v1
Premier Store,Synthetic premier receipt,0,expense,17,seed_keywords_v1
Spotify City,Synthetic spotify receipt,0,expense,17,seed_keywords_v1
Spotify Express,Synthetic online payment spotify,0,expense,17,seed_keywords_v1
Spotify Online,Synthetic no mcc operation spotify,0,expense,17,seed_no_mcc_v1
Spotify Online,Synthetic spotify purchase,0,expense,17,seed_keywords_v1
Spotify Pay,Synthetic payment at spotify,0,expense,17,seed_keywords_v1
Spotify Store,Synthetic card operation spotify,0,expense,17,seed_keywords_v1
Start City,Synthetic start receipt,0,expense,17,seed_keywords_v1
Start Express,Synthetic online payment start,0,expense,17,seed_keywords_v1
Start Online,Synthetic no mcc operation start,0,expense,17,seed_no_mcc_v1
Start Online,Synthetic start purchase,0,expense,17,seed_keywords_v1
Start Pay,Synthetic payment at start,0,expense,17,seed_keywords_v1
Start Store,Synthetic card operation start,0,expense,17,seed_keywords_v1
Subscription City,Synthetic subscription receipt,0,expense,17,seed_keywords_v1
Subscription Express,Synthetic online payment subscription,0,expense,17,seed_keywords_v1
Subscription Online,Synthetic no mcc operation subscription,0,expense,17,seed_no_mcc_v1
Subscription Online,Synthetic subscription purchase,0,expense,17,seed_keywords_v1
Subscription Pay,Synthetic payment at subscription,0,expense,17,seed_keywords_v1
Subscription Store,Synthetic card operation subscription,0,expense,17,seed_keywords_v1
Yandex Plus City,Synthetic no mcc operation yandex plus,0,expense,17,seed_no_mcc_v1
Yandex Plus City,Synthetic yandex plus purchase,0,expense,17,seed_keywords_v1
Yandex Plus Express,Synthetic payment at yandex plus,0,expense,17,seed_keywords_v1
Yandex Plus Online,Synthetic online payment yandex plus,0,expense,17,seed_keywords_v1
Yandex Plus Pay,Synthetic card operation yandex plus,0,expense,17,seed_keywords_v1
Yandex Plus Store,Synthetic yandex plus receipt,0,expense,17,seed_keywords_v1
Youtube Premium City,Synthetic payment at youtube premium,0,expense,17,seed_keywords_v1
Youtube Premium Express,Synthetic youtube premium receipt,0,expense,17,seed_keywords_v1
Youtube Premium Online,Synthetic card operation youtube premium,0,expense,17,seed_keywords_v1
Youtube Premium Pay,Synthetic no mcc operation youtube premium,0,expense,17,seed_no_mcc_v1
Youtube Premium Pay,Synthetic youtube premium purchase,0,expense,17,seed_keywords_v1
Youtube Premium Store,Synthetic online payment youtube premium,0,expense,17,seed_keywords_v1
Иви City,Synthetic иви receipt,0,expense,17,seed_keywords_v1
Иви Express,Synthetic online payment иви,0,expense,17,seed_keywords_v1
Иви Online,Synthetic no mcc operation иви,0,expense,17,seed_no_mcc_v1
Иви Online,Synthetic иви purchase,0,expense,17,seed_keywords_v1
Иви Pay,Synthetic payment at иви,0,expense,17,seed_keywords_v1
Иви Store,Synthetic card operation иви,0,expense,17,seed_keywords_v1
Кинопоиск City,Synthetic online payment кинопоиск,0,expense,17,seed_keywords_v1
Кинопоиск Express,Synthetic card operation кинопоиск,0,expense,17,seed_keywords_v1
Кинопоиск Online,Synthetic payment at кинопоиск,0,expense,17,seed_keywords_v1
Кинопоиск Pay,Synthetic кинопоиск receipt,0,expense,17,seed_keywords_v1
Кинопоиск Store,Synthetic no mcc operation кинопоиск,0,expense,17,seed_no_mcc_v1
Кинопоиск Store,Synthetic кинопоиск purchase,0,expense,17,seed_keywords_v1
Окко City,Synthetic no mcc operation окко,0,expense,17,seed_no_mcc_v1
Окко City,Synthetic окко purchase,0,expense,17,seed_keywords_v1
Окко Express,Synthetic payment at окко,0,expense,17,seed_keywords_v1
Окко Online,Synthetic online payment окко,0,expense,17,seed_keywords_v1
Окко Pay,Synthetic card operation окко,0,expense,17,seed_keywords_v1
Окко Store,Synthetic окко receipt,0,expense,17,seed_keywords_v1
Подписка City,Synthetic online payment подписка,0,expense,17,seed_keywords_v1
Подписка Express,Synthetic card operation подписка,0,expense,17,seed_keywords_v1
Подписка Online,Synthetic payment at подписка,0,expense,17,seed_keywords_v1
Подписка Pay,Synthetic подписка receipt,0,expense,17,seed_keywords_v1
Подписка Store,Synthetic no mcc operation подписка,0,expense,17,seed_no_mcc_v1
Подписка Store,Synthetic подписка purchase,0,expense,17,seed_keywords_v1
Яндекс Плюс City,Synthetic card operation яндекс плюс,0,expense,17,seed_keywords_v1
Яндекс Плюс Express,Synthetic no mcc operation яндекс плюс,0,expense,17,seed_no_mcc_v1
Яндекс Плюс Express,Synthetic яндекс плюс purchase,0,expense,17,seed_keywords_v1
Яндекс Плюс Online,Synthetic яндекс плюс receipt,0,expense,17,seed_keywords_v1
Яндекс Плюс Pay,Synthetic online payment яндекс плюс,0,expense,17,seed_keywords_v1
Яндекс Плюс Store,Synthetic payment at яндекс плюс,0,expense,17,seed_keywords_v1
Blizzard City,Synthetic blizzard receipt,5816,expense,18,seed_keywords_v1
Blizzard Express,Synthetic online payment blizzard,7994,expense,18,seed_keywords_v1
Blizzard Online,Synthetic no mcc operation blizzard,0,expense,18,seed_no_mcc_v1
Blizzard Online,Synthetic blizzard purchase,5816,expense,18,seed_keywords_v1
Blizzard Pay,Synthetic payment at blizzard,7994,expense,18,seed_keywords_v1
Blizzard Store,Synthetic card operation blizzard,5816,expense,18,seed_keywords_v1
Donationalerts City,Synthetic donationalerts receipt,7994,expense,18,seed_keywords_v1
Donationalerts Express,Synthetic online payment donationalerts,5816,expense,18,seed_keywords_v1
Donationalerts Online,Synthetic no mcc operation donationalerts,0,expense,18,seed_no_mcc_v1
Donationalerts Online,Synthetic donationalerts purchase,7994,expense,18,seed_keywords_v1
Donationalerts Pay,Synthetic payment at donationalerts,5816,expense,18,seed_keywords_v1
Donationalerts Store,Synthetic card operation donationalerts,7994,expense,18,seed_keywords_v1
Epic Games City,Synthetic no mcc operation epic games,0,expense,18,seed_no_mcc_v1
Epic Games City,Synthetic epic games purchase,5816,expense,18,seed_keywords_v1
Epic Games Express,Synthetic payment at epic games,7994,expense,18,seed_keywords_v1
Epic Games Online,Synthetic online payment epic games,7994,expense,18,seed_keywords_v1
Epic Games Pay,Synthetic card operation epic games,5816,expense,18,seed_keywords_v1
Epic Games Store,Synthetic epic games receipt,5816,expense,18,seed_keywords_v1
Game City,Synthetic payment at game,7994,expense,18,seed_keywords_v1
Game Express,Synthetic game receipt,5816,expense,18,seed_keywords_v1
Game Online,Synthetic card operation game,5816,expense,18,seed_keywords_v1
Game Pay,Synthetic no mcc operation game,0,expense,18,seed_no_mcc_v1
Game Pay,Synthetic game purchase,5816,expense,18,seed_keywords_v1
Game Store,Synthetic online payment game,7994,expense,18,seed_keywords_v1
Gog City,Synthetic payment at gog,5816,expense,18,seed_keywords_v1
Gog Express,Synthetic gog receipt,7994,expense,18,seed_keywords_v1
Gog Online,Synthetic card operation gog,7994,expense,18,seed_keywords_v1
Gog Pay,Synthetic no mcc operation gog,0,expense,18,seed_no_mcc_v1
Gog Pay,Synthetic gog purchase,7994,expense,18,seed_keywords_v1
Gog Store,Synthetic online payment gog,5816,expense,18,seed_keywords_v1
My Games City,Synthetic online payment my games,7994,expense,18,seed_keywords_v1
My Games Express,Synthetic card operation my games,5816,expense,18,seed_keywords_v1
My Games Online,Synthetic payment at my games,7994,expense,18,seed_keywords_v1
My Games Pay,Synthetic my games receipt,5816,expense,18,seed_keywords_v1
My Games Store,Synthetic no mcc operation my games,0,expense,18,seed_no_mcc_v1
My Games Store,Synthetic my games purchase,5816,expense,18,seed_keywords_v1
Nintendo City,Synthetic online payment nintendo,5816,expense,18,seed_keywords_v1
Nintendo Express,Synthetic card operation nintendo,7994,expense,18,seed_keywords_v1
Nintendo Online,Synthetic payment at nintendo,5816,expense,18,seed_keywords_v1
Nintendo Pay,Synthetic nintendo receipt,7994,expense,18,seed_keywords_v1
Nintendo Store,Synthetic no mcc operation nintendo,0,expense,18,seed_no_mcc_v1
Nintendo Store,Synthetic nintendo purchase,7994,expense,18,seed_keywords_v1
Playstation City,Synthetic payment at playstation,7994,expense,18,seed_keywords_v1
Playstation Express,Synthetic playstation receipt,5816,expense,18,seed_keywords_v1
Playstation Online,Synthetic card operation playstation,5816,expense,18,seed_keywords_v1
Playstation Pay,Synthetic no mcc operation playstation,0,expense,18,seed_no_mcc_v1
Playstation Pay,Synthetic playstation purchase,5816,expense,18,seed_keywords_v1
Playstation Store,Synthetic online payment playstation,7994,expense,18,seed_keywords_v1
Psn City,Synthetic no mcc operation psn,0,expense,18,seed_no_mcc_v1
Psn City,Synthetic psn purchase,7994,expense,18,seed_keywords_v1
Psn Express,Synthetic payment at psn,5816,expense,18,seed_keywords_v1
Psn Online,Synthetic online payment psn,5816,expense,18,seed_keywords_v1
Psn Pay,Synthetic card operation psn,7994,expense,18,seed_keywords_v1
Psn Store,Synthetic psn receipt,7994,expense,18,seed_keywords_v1
Steam City,Synthetic online payment steam,7994,expense,18,seed_keywords_v1
Steam Express,Synthetic card operation steam,5816,expense,18,seed_keywords_v1
Steam Online,Synthetic payment at steam,7994,expense,18,seed_keywords_v1
Steam Pay,Synthetic steam receipt,5816,expense,18,seed_keywords_v1
Steam Store,Synthetic no mcc operation steam,0,expense,18,seed_no_mcc_v1
Steam Store,Synthetic steam purchase,5816,expense,18,seed_keywords_v1
Wargaming City,Synthetic card operation wargaming,7994,expense,18,seed_keywords_v1
Wargaming Express,Synthetic no mcc operation wargaming,0,expense,18,seed_no_mcc_v1
Wargaming Express,Synthetic wargaming purchase,7994,expense,18,seed_keywords_v1
Wargaming Online,Synthetic wargaming receipt,7994,expense,18,seed_keywords_v1
Wargaming Pay,Synthetic online payment wargaming,5816,expense,18,seed_keywords_v1
Wargaming Store,Synthetic payment at wargaming,5816,expense,18,seed_keywords_v1
Xbox City,Synthetic card operation xbox,5816,expense,18,seed_keywords_v1
Xbox Express,Synthetic no mcc operation xbox,0,expense,18,seed_no_mcc_v1
Xbox Express,Synthetic xbox purchase,5816,expense,18,seed_keywords_v1
Xbox Online,Synthetic xbox receipt,5816,expense,18,seed_keywords_v1
Xbox Pay,Synthetic online payment xbox,7994,expense,18,seed_keywords_v1
Xbox Store,Synthetic payment at xbox,7994,expense,18,seed_keywords_v1
Игры City,Synthetic no mcc operation игры,0,expense,18,seed_no_mcc_v1
Игры City,Synthetic игры purchase,7994,expense,18,seed_keywords_v1
Игры Express,Synthetic payment at игры,5816,expense,18,seed_keywords_v1
Игры Online,Synthetic online payment игры,5816,expense,18,seed_keywords_v1
Игры Pay,Synthetic card operation игры,7994,expense,18,seed_keywords_v1
Игры Store,Synthetic игры receipt,7994,expense,18,seed_keywords_v1
Стим City,Synthetic стим receipt,7994,expense,18,seed_keywords_v1
Стим Express,Synthetic online payment стим,5816,expense,18,seed_keywords_v1
Стим Online,Synthetic no mcc operation стим,0,expense,18,seed_no_mcc_v1
Стим Online,Synthetic стим purchase,7994,expense,18,seed_keywords_v1
Стим Pay,Synthetic payment at стим,5816,expense,18,seed_keywords_v1
Стим Store,Synthetic card operation стим,7994,expense,18,seed_keywords_v1
Aliexpress City,Synthetic online payment aliexpress,5964,expense,19,seed_keywords_v1
Aliexpress Express,Synthetic card operation aliexpress,5999,expense,19,seed_keywords_v1
Aliexpress Online,Synthetic payment at aliexpress,5331,expense,19,seed_keywords_v1
Aliexpress Pay,Synthetic aliexpress receipt,5399,expense,19,seed_keywords_v1
Aliexpress Store,Synthetic no mcc operation aliexpress,0,expense,19,seed_no_mcc_v1
Aliexpress Store,Synthetic aliexpress purchase,5311,expense,19,seed_keywords_v1
Kazanexpress City,Synthetic card operation kazanexpress,5964,expense,19,seed_keywords_v1
Kazanexpress Express,Synthetic no mcc operation kazanexpress,0,expense,19,seed_no_mcc_v1
Kazanexpress Express,Synthetic kazanexpress purchase,5999,expense,19,seed_keywords_v1
Kazanexpress Online,Synthetic kazanexpress receipt,5331,expense,19,seed_keywords_v1
Kazanexpress Pay,Synthetic online payment kazanexpress,5399,expense,19,seed_keywords_v1
Kazanexpress Store,Synthetic payment at kazanexpress,5311,expense,19,seed_keywords_v1
Ozon City,Synthetic online payment ozon,5964,expense,19,seed_keywords_v1
Ozon Express,Synthetic card operation ozon,5999,expense,19,seed_keywords_v1
Ozon Online,Synthetic payment at ozon,5331,expense,19,seed_keywords_v1
Ozon Pay,Synthetic ozon receipt,5399,expense,19,seed_keywords_v1
Ozon Store,Synthetic no mcc operation ozon,0,expense,19,seed_no_mcc_v1
Ozon Store,Synthetic ozon purchase,5311,expense,19,seed_keywords_v1
Sbermegamarket City,Synthetic online payment sbermegamarket,5964,expense,19,seed_keywords_v1
Sbermegamarket Express,Synthetic card operation sbermegamarket,5999,expense,19,seed_keywords_v1
Sbermegamarket Online,Synthetic payment at sbermegamarket,5331,expense,19,seed_keywords_v1
Sbermegamarket Pay,Synthetic sbermegamarket receipt,5399,expense,19,seed_keywords_v1
Sbermegamarket Store,Synthetic no mcc operation sbermegamarket,0,expense,19,seed_no_mcc_v1
Sbermegamarket Store,Synthetic sbermegamarket purchase,5311,expense,19,seed_keywords_v1
Wb Retail City,Synthetic card operation wb retail,5964,expense,19,seed_keywords_v1
Wb Retail Express,Synthetic no mcc operation wb retail,0,expense,19,seed_no_mcc_v1
Wb Retail Express,Synthetic wb retail purchase,5999,expense,19,seed_keywords_v1
Wb Retail Online,Synthetic wb retail receipt,5331,expense,19,seed_keywords_v1
Wb Retail Pay,Synthetic online payment wb retail,5399,expense,19,seed_keywords_v1
Wb Retail Store,Synthetic payment at wb retail,5311,expense,19,seed_keywords_v1
Wildberries City,Synthetic payment at wildberries,5964,expense,19,seed_keywords_v1
Wildberries Express,Synthetic wildberries receipt,5999,expense,19,seed_keywords_v1
Wildberries Online,Synthetic card operation wildberries,5331,expense,19,seed_keywords_v1
Wildberries Pay,Synthetic no mcc operation wildberries,0,expense,19,seed_no_mcc_v1
Wildberries Pay,Synthetic wildberries purchase,5399,expense,19,seed_keywords_v1
Wildberries Store,Synthetic online payment wildberries,5311,expense,19,seed_keywords_v1
Yandex Market City,Synthetic payment at yandex market,5964,expense,19,seed_keywords_v1
Yandex Market Express,Synthetic yandex market receipt,5999,expense,19,seed_keywords_v1
Yandex Market Online,Synthetic card operation yandex market,5331,expense,19,seed_keywords_v1
Yandex Market Pay,Synthetic no mcc operation yandex market,0,expense,19,seed_no_mcc_v1
Yandex Market Pay,Synthetic yandex market purchase,5399,expense,19,seed_keywords_v1
Yandex Market Store,Synthetic online payment yandex market,5311,expense,19,seed_keywords_v1
Алиэкспресс City,Synthetic алиэкспресс receipt,5964,expense,19,seed_keywords_v1
Алиэкспресс Express,Synthetic online payment алиэкспресс,5999,expense,19,seed_keywords_v1
Алиэкспресс Online,Synthetic no mcc operation алиэкспресс,0,expense,19,seed_no_mcc_v1
Алиэкспресс Online,Synthetic алиэкспресс purchase,5331,expense,19,seed_keywords_v1
Алиэкспресс Pay,Synthetic payment at алиэкспресс,5399,expense,19,seed_keywords_v1
Алиэкспресс Store,Synthetic card operation алиэкспресс,5311,expense,19,seed_keywords_v1
Вайлдберриз City,Synthetic no mcc operation вайлдберриз,0,expense,19,seed_no_mcc_v1
Вайлдберриз City,Synthetic вайлдберриз purchase,5964,expense,19,seed_keywords_v1
Вайлдберриз Express,Synthetic payment at вайлдберриз,5999,expense,19,seed_keywords_v1
Вайлдберриз Online,Synthetic online payment вайлдберриз,5331,expense,19,seed_keywords_v1
Вайлдберриз Pay,Synthetic card operation вайлдберриз,5399,expense,19,seed_keywords_v1
Вайлдберриз Store,Synthetic вайлдберриз receipt,5311,expense,19,seed_keywords_v1
Маркетплейс City,Synthetic payment at маркетплейс,5964,expense,19,seed_keywords_v1
Маркетплейс Express,Synthetic маркетплейс receipt,5999,expense,19,seed_keywords_v1
Маркетплейс Online,Synthetic card operation маркетплейс,5331,expense,19,seed_keywords_v1
Маркетплейс Pay,Synthetic no mcc operation маркетплейс,0,expense,19,seed_no_mcc_v1
Маркетплейс Pay,Synthetic маркетплейс purchase,5399,expense,19,seed_keywords_v1
Маркетплейс Store,Synthetic online payment маркетплейс,5311,expense,19,seed_keywords_v1
Мегамаркет City,Synthetic мегамаркет receipt,5964,expense,19,seed_keywords_v1
Мегамаркет Express,Synthetic online payment мегамаркет,5999,expense,19,seed_keywords_v1
Мегамаркет Online,Synthetic no mcc operation мегамаркет,0,expense,19,seed_no_mcc_v1
